,symbol,shortName,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,address2,industrySymbol
10,AES,The AES Corporation,9100.0,2.0,1.0,6.0,3.0,1.0,1685404800.0,1672444800.0,86400,2.0,19.9,19.82,19.52,19.91,19.9,19.82,19.52,19.91,0.66,0.033299997,1682640000.0,,2.97,0.931034,,10.2473955,1425126.0,1425126.0,4997458.0,5294250.0,5294250.0,0.0,0.0,1000.0,1400.0,13169185792.0,18.62,29.89,1.0127027,22.8336,25.3843,0.648,0.032562815,40109780992.0,-0.039219998,666283545.0,669336000.0,16755438.0,13202365.0,1681430400.0,1684108800.0,0.025,0.0038100001,0.97325,2.94,0.0385,0.0,2.277,8.640756,1672444800.0,1703980800.0,1680220800.0,0.313,-510000000.0,-0.77,1.92,1.44,2:1,959904000.0,3.084,11.579,-0.09049362,0.02542901,0.166,1682640000.0,-14400000.0,19.675,33.0,24.0,29.5,30.0,1.9,8.0,2263000064.0,3.381,3464000000.0,24831000576.0,0.608,1.128,13004000256.0,432.144,19.46,0.04067,-0.08401,2548000000.0,-3173125120.0,2883000064.0,0.312,0.136,0.20086001,0.26638,0.18517,1.6645,11th Floor,
11,AFL,AFLAC Incorporated,12882.0,1.0,6.0,1.0,9.0,4.0,1682899200.0,1672444800.0,86400,2.0,65.24,64.99,64.1561,65.16,65.24,64.99,64.1561,65.16,1.68,0.026099999,1684195200.0,0.2338,2.37,0.930682,9.271284,10.550082,753577.0,753577.0,2466276.0,2077910.0,2077910.0,0.0,0.0,800.0,800.0,38821584896.0,52.07,74.02,2.0294623,65.813,66.17695,1.62,0.024831392,43933597696.0,0.22698,598927924.0,604227008.0,11102838.0,8891032.0,1681430400.0,1684108800.0,0.0184,0.09328,0.60195,4.64,0.0185,0.0,32.649,1.9679011,1672444800.0,1703980800.0,1680220800.0,0.135,4342000128.0,6.93,6.09,9.79,2:1,1521417600.0,2.297,8.939,0.09078753,0.02542901,0.42,1684195200.0,-14400000.0,64.25,80.0,57.0,70.85,70.0,2.9,13.0,6396000256.0,10.585,4914999808.0,11363000320.0,1.007,1.332,19128999936.0,57.435,30.598,0.02159,0.17611,8080000000.0,-5411500032.0,3327000064.0,0.212,-0.072,0.42145002,0.25694,0.25459,,,
12,A,"Agilent Technologies, Inc.",18000.0,9.0,6.0,3.0,9.0,8.0,1685404800.0,1672444800.0,86400,2.0,117.73,116.99,114.795,117.15,117.73,116.99,114.795,117.15,0.9,0.0076,1688083200.0,0.1916,0.71,1.031667,25.409693,18.849674,855969.0,855969.0,1715507.0,2507770.0,2507770.0,0.0,0.0,900.0,1000.0,34074574848.0,112.52,160.26,4.8401384,132.862,139.6864,0.87,0.00738979,36288348160.0,0.1919,294050100.0,295376000.0,5217710.0,5324152.0,1681430400.0,1684108800.0,0.0176,0.0028600001,0.90436,3.35,0.0199,0.0,19.597,5.8866153,1667174400.0,1698710400.0,1682812800.0,0.102,1351000064.0,4.54,6.12,1.8,1398:1000,1414972800.0,5.155,17.78,-0.043545365,0.02542901,0.225,1680480000.0,-14400000.0,115.36,170.0,126.0,145.81,144.5,2.0,16.0,1175000064.0,3.983,2040999936.0,2732999936.0,1.546,2.37,7040000000.0,47.276,23.704,0.10296,0.24781999,3722000000.0,855875008.0,1468000000.0,0.121,0.068,0.54588,0.28991,0.24858,2.3778,,
13,APD,"Air Products and Chemicals, Inc",19710.0,6.0,6.0,3.0,7.0,5.0,1685404800.0,1672444800.0,86400,2.0,274.07,273.36,269.425,274.25,274.07,273.36,269.425,274.25,7.0,0.0255,1688083200.0,0.68,2.21,0.854679,27.92626,21.565277,154080.0,154080.0,898334.0,775030.0,775030.0,0.0,0.0,1000.0,800.0,60355821568.0,218.88,328.56,4.5953526,282.6378,280.38004,6.61,0.024117926,68844871680.0,0.16577,221285316.0,222123008.0,1617465.0,1901874.0,1681430400.0,1684108800.0,0.0073,0.00378,0.86310995,1.95,0.0073,0.0,63.291,4.293225,1664496000.0,1696032000.0,1680220800.0,-0.171,2164600064.0,9.73,12.6,2.57,1081:1000,1475452800.0,5.242,17.491,0.12549794,0.02542901,1.75,1680220800.0,-14400000.0,271.7225,385.0,300.0,330.33,325.0,2.3,21.0,2522400000.0,11.356,3936100096.0,9858199552.0,1.665,2.045,13134100480.0,67.107,59.123,0.057239998,0.15076,3360100000.0,-444737504.0,3283200000.0,-0.172,0.087,0.27528998,0.29968,0.19834,1.7767,,
14,AKAM,"Akamai Technologies, Inc.",9960.0,3.0,2.0,3.0,8.0,4.0,1685404800.0,1672444800.0,86400,2.0,92.11,91.55,91.54,92.895,92.11,91.55,91.54,92.895,,,,0.0,,0.809992,29.628616,14.626189,523417.0,523417.0,1587022.0,1320960.0,1320960.0,92.07,92.12,1100.0,800.0,14024652800.0,70.65,102.78,3.8649194,81.3606,84.7396,0.0,0.0,16494655488.0,0.13432,149352891.0,152202000.0,9416234.0,11468299.0,1681430400.0,1684108800.0,0.0619,0.01758,0.95281,6.63,0.0716,0.0,27.309,3.3741622,1672444800.0,1703980800.0,1680220800.0,-0.272,487401984.0,3.11,6.3,1.94,,,4.546,14.705,-0.08919215,0.02542901,,,-14400000.0,92.145,115.0,75.0,94.42,94.0,2.7,16.0,751913024.0,4.94,1121734016.0,3227232000.0,1.743,2.03,3628705024.0,77.367,22.985,0.05343,0.115059994,2237817000.0,760868352.0,1285724032.0,-0.244,0.013,0.6125,0.30913,0.1942,1.3136,,
15,ALK,"Alaska Air Group, Inc.",22978.0,7.0,2.0,4.0,1.0,2.0,1682899200.0,1672444800.0,86400,2.0,45.21,45.75,44.46,45.75,45.21,45.75,44.46,45.75,,,1581638400.0,0.0,,1.519352,92.71876,6.2244754,379877.0,379877.0,1740655.0,1313620.0,1313620.0,0.0,0.0,800.0,800.0,5692679168.0,37.2,53.96,0.5602479,42.6418,44.8552,0.0,0.0,7070784000.0,0.0058099995,127372452.0,127911000.0,4644610.0,4839914.0,1681430400.0,1684108800.0,0.0363,0.00301,0.84459996,2.7,0.041100003,0.0,28.992,1.5350786,1672444800.0,1703980800.0,1680220800.0,,59000000.0,0.48,7.15,0.29,2:1,1404950400.0,0.696,7.981,-0.029203355,0.02542901,0.375,1581638400.0,-14400000.0,44.505,75.0,54.0,63.54,62.0,1.8,12.0,2428999936.0,18.99,886000000.0,3731000064.0,0.57,0.638,10161000448.0,101.138,79.985,0.020569999,0.01611,2357000000.0,-16125000.0,1352999936.0,,0.306,0.24722,0.0872,0.04616,,,
16,ALB,Albemarle Corporation,7400.0,5.0,5.0,1.0,8.0,5.0,1685404800.0,1672444800.0,86400,2.0,201.86,199.93,192.705,200.97,201.86,199.93,192.705,200.97,1.6,0.007900001,1686787200.0,0.0508,1.29,1.53589,6.2005773,9.162879,881369.0,881369.0,2291169.0,2146980.0,2146980.0,0.0,0.0,1800.0,2200.0,22706864128.0,171.82,334.55,2.5883763,200.8286,248.66315,1.585,0.007851977,25718163456.0,0.41891998,117010246.0,117336000.0,5979989.0,6945851.0,1681430400.0,1684108800.0,0.051,0.0021799998,0.87053,1.95,0.0582,0.0,78.54,2.4639673,1672444800.0,1703980800.0,1680220800.0,3.888,3675013120.0,31.21,21.12,0.19,2:1,1172793600.0,2.932,7.012,-0.15933698,0.02542901,0.4,1678924800.0,-14400000.0,193.52,360.0,155.0,265.98,265.5,2.2,24.0,1586733952.0,13.523,3667791872.0,3373028096.0,0.927,1.899,8772628480.0,35.659,74.876,0.14433,0.49183998,3077787000.0,-359476864.0,2422652928.0,3.888,1.288,0.44517,0.41809,0.38144,0.3228,Suite 900,
17,ARE,Alexandria Real Estate Equities,593.0,3.0,10.0,5.0,9.0,9.0,1685404800.0,1672444800.0,86400,2.0,112.51,112.31,111.555,113.68,112.51,112.31,111.555,113.68,4.84,0.043,1680134400.0,1.0437,2.69,0.94546,24.504368,29.690477,332173.0,332173.0,1217860.0,882210.0,882210.0,0.0,0.0,800.0,800.0,19417362432.0,110.64,172.65,7.257983,120.6446,142.12634,4.78,0.042485114,33947578368.0,0.28,171094902.0,173014000.0,2754928.0,3662555.0,1681430400.0,1684108800.0,0.0159,0.00925,0.95763,3.13,0.019,0.0,109.147,1.0282463,1672444800.0,1703980800.0,1680220800.0,,740174016.0,4.58,3.78,-2.89,,,12.689,21.218,-0.3131677,0.02542901,1.21,1680134400.0,-14400000.0,112.23,186.0,141.0,161.78,164.0,1.7,9.0,1263452032.0,7.303,1599943040.0,11942495232.0,3.924,4.131,2675311104.0,52.641,16.233,0.01174,0.04245,1806454000.0,1412391040.0,1408804992.0,,0.139,0.69768995,0.59804,0.24490999,,,
18,ALGN,"Align Technology, Inc.",23035.0,8.0,3.0,8.0,8.0,8.0,1682899200.0,1672444800.0,86400,2.0,284.95,281.86,273.465,283.33,284.95,281.86,273.465,283.33,,,,0.0,,1.59817,68.70617,27.937752,257491.0,257491.0,819917.0,691370.0,691370.0,276.86,277.3,800.0,1000.0,21291620352.0,172.05,368.87,5.747404,316.3778,261.4004,0.0,0.0,21046255616.0,0.08505,71946594.0,76517000.0,1831188.0,2421544.0,1681430400.0,1684108800.0,0.0239,0.06482,0.90094,2.26,0.0271,0.0,45.481,6.11816,1672444800.0,1703980800.0,1680220800.0,-0.346,315072992.0,4.05,9.96,0.79,,,5.681,29.057,0.07459366,0.02542901,,,-14400000.0,278.26,420.0,225.0,359.3,370.0,2.2,10.0,884027008.0,11.553,724316032.0,126778000.0,0.954,1.163,3704562944.0,3.643,47.656,0.06251,0.08817001,2636675000.0,531445632.0,738129024.0,-0.329,-0.031,0.69859004,0.19552,0.15989,2.6822,Suite 1300,
19,ALLE,Allegion plc,12300.0,5.0,7.0,8.0,7.0,8.0,1685404800.0,1672444800.0,86400,2.0,107.08,106.7,103.9,107.28,107.08,106.7,103.9,107.28,1.8,0.0168,1686700800.0,0.3032,1.13,1.097114,18.830324,14.651686,146142.0,146142.0,819687.0,530940.0,530940.0,105.5,0.0,800.0,800.0,9174599680.0,87.33,123.46,2.6429865,105.6928,105.87615,1.68,0.015689204,11387129856.0,0.14072,87402285.0,87946704.0,2543989.0,1839710.0,1681430400.0,1684108800.0,0.028900001,0.00492,0.9575,2.91,0.033,0.0,11.845,8.807092,1672444800.0,1703980800.0,1680220800.0,0.328,488500000.0,5.54,7.12,1.46,,,3.28,14.779,-0.042560816,0.02542901,0.45,1678752000.0,-14400000.0,104.32,133.0,95.0,123.83,127.0,2.5,12.0,292800000.0,3.329,770499968.0,2259699968.0,1.104,1.875,3471300096.0,216.322,39.469,0.11866,0.54627,1322400000.0,311075008.0,508000000.0,0.333,0.276,0.41042,0.22196,0.19503,1.472,Block D Harcourt Road,
20,LNT,Alliant Energy Corporation,3129.0,5.0,6.0,3.0,3.0,4.0,1682899200.0,1672444800.0,86400,2.0,51.01,51.16,50.86,51.4,51.01,51.16,50.86,51.4,1.81,0.0355,1682553600.0,0.66480005,2.91,0.536593,19.678162,16.675325,303634.0,303634.0,1516795.0,1266510.0,1266510.0,51.23,51.29,800.0,800.0,12911288320.0,47.19,64.62,3.063903,53.6886,54.8667,1.735,0.03401294,21706235904.0,0.15591,250872443.0,251388000.0,4362560.0,4101395.0,1681430400.0,1684108800.0,0.0174,0.0016300001,0.78071,3.33,0.02,0.0,25.172,2.0403624,1672444800.0,1703980800.0,1680220800.0,-0.151,657000000.0,2.61,3.08,2.88,2:1,1463702400.0,5.151,14.04,-0.192752,0.02542901,0.453,1682553600.0,-14400000.0,51.36,64.0,52.0,57.0,57.0,2.6,8.0,157000000.0,0.625,1546000000.0,9050000384.0,0.307,0.625,4214000128.0,143.015,16.785,0.02799,0.10592,1709000000.0,-522750016.0,423000000.0,-0.153,0.008,0.40033,0.36687002,0.20763999,2.96,,
21,ALL,Allstate Corporation (The),54000.0,6.0,7.0,9.0,1.0,5.0,1682899200.0,1672444800.0,86400,2.0,110.66,110.28,108.45,110.7999,110.66,110.28,108.45,110.7999,3.56,0.0321,1685577600.0,,2.21,0.577058,,8.388889,361294.0,361294.0,2014079.0,1693240.0,1693240.0,0.0,0.0,800.0,1000.0,28577269760.0,103.2,142.15,0.5406014,113.9738,125.57995,3.44,0.03108621,31708170240.0,-0.04334,261256404.0,262852000.0,2717522.0,2655308.0,1681430400.0,1684108800.0,0.010299999,0.0061799996,0.79826,1.44,0.0104,0.0,59.027,1.841869,1672444800.0,1703980800.0,1680220800.0,,-2396000000.0,-8.81,12.96,-16.95,2:1,899337600.0,0.6,-16.929,-0.17847067,0.02542901,0.89,1677456000.0,-14400000.0,108.72,176.0,100.0,139.71,144.5,2.2,14.0,7385999872.0,28.099,-1872999936.0,8455000064.0,0.27,0.431,52862001152.0,48.667,197.578,-0.016900001,-0.11528,6443000000.0,3761625088.0,5289999872.0,,0.118,0.099429995,-0.03543,-0.05034,,,
22,GOOGL,Alphabet Inc.,190711.0,6.0,2.0,8.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,123.67,122.75,122.5,124.0601,123.67,122.75,122.5,124.0601,,,,0.0,,1.100633,27.171806,19.643312,10956971.0,10956971.0,35670033.0,37138750.0,37138750.0,123.44,123.43,1000.0,1200.0,1571075915776.0,83.34,126.43,5.520062,109.4084,100.8166,0.0,0.0,1496564105216.0,0.20584999,10959288580.0,5941000192.0,55956918.0,46238501.0,1681430400.0,1684108800.0,0.0044,0.00281,0.79134005,1.55,0.0094,0.0,20.507,6.0155067,1672444800.0,1703980800.0,1680220800.0,-0.084,58587000832.0,4.54,6.28,1.32,20:1,1658102400.0,5.258,17.104,0.08585322,0.02542901,,,-14400000.0,123.36,190.31,115.0,131.36,130.0,1.8,42.0,115101999104.0,9.065,87495999488.0,29493000192.0,2.195,2.353,284612001792.0,11.305,21.965,0.12415,0.22757,156633000000.0,55862624256.0,89898000384.0,-0.047,0.026,0.55302,0.30742002,0.25355,1.5345,,
23,GOOG,Alphabet Inc.,190711.0,6.0,2.0,8.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,124.64,123.7,123.45,124.9,124.64,123.7,123.45,124.9,,,,0.0,,1.100633,26.750002,19.891027,8859866.0,8859866.0,28029966.0,27979110.0,27979110.0,124.22,124.23,1300.0,800.0,1570415837184.0,83.45,127.05,5.5177426,110.0321,101.40633,0.0,0.0,1506975678464.0,0.20584999,10959288580.0,5873999872.0,35633260.0,32145546.0,1681430400.0,1684108800.0,0.0028,0.00014999999,0.64203,1.34,,0.0,20.507,6.0525675,1672444800.0,1703980800.0,1680220800.0,-0.084,58587000832.0,4.64,6.24,1.33,20:1,1658102400.0,5.295,17.223,0.09202099,0.02542901,,,-14400000.0,124.12,145.0,120.0,129.44,130.0,1.5,9.0,115101999104.0,9.065,87495999488.0,29493000192.0,2.195,2.353,284612001792.0,11.305,21.965,0.12415,0.22757,156633000000.0,55862624256.0,89898000384.0,-0.047,0.026,0.55302,0.30742002,0.25355,1.5465,,
24,MO,"Altria Group, Inc.",6300.0,5.0,1.0,1.0,6.0,2.0,1685404800.0,1672444800.0,86400,2.0,44.32,44.25,44.03,44.445,44.32,44.25,44.03,44.445,3.76,0.0848,1686700800.0,1.1961,7.17,0.626319,14.245305,8.454752,3353522.0,3353522.0,8117134.0,6519280.0,6519280.0,0.0,0.0,900.0,900.0,79082446848.0,40.35,54.37,3.8329995,45.4898,45.36445,3.72,0.08393502,100636950528.0,0.27104,1783040292.0,1785040000.0,15660869.0,15197972.0,1681430400.0,1684108800.0,0.0088,0.00093999994,0.59900004,2.19,0.0088,0.0,-2.17,,1672444800.0,1703980800.0,1680220800.0,-0.088,5580000256.0,3.11,5.24,2.26,3:1,860716800.0,4.878,8.023,-0.18047339,0.02542901,0.94,1679529600.0,-14400000.0,44.3029,70.0,37.0,49.43,49.5,2.7,14.0,3912999936.0,2.192,12542999552.0,25386999808.0,0.625,0.782,20632000512.0,,11.488,0.19979,,14183000000.0,5622000128.0,8165000192.0,-0.071,-0.012,0.6882,0.60793996,0.59699,,,
25,AMZN,"Amazon.com, Inc.",1541000.0,4.0,8.0,10.0,2.0,10.0,1682899200.0,1672444800.0,86400,2.0,121.66,121.45,119.17,122.028,121.66,121.45,119.17,122.028,,,,0.0,,1.263194,271.6591,46.509727,25768946.0,25768946.0,62431928.0,69448590.0,69448590.0,119.48,119.49,1100.0,800.0,1226425630720.0,81.43,146.57,2.3365073,106.0052,105.07275,0.0,0.0,1346513141760.0,0.00818,8985299535.0,10260400128.0,65543904.0,59071722.0,1681430400.0,1684108800.0,0.0064,0.09733,0.60428,0.96,0.0085,0.0,15.064,7.934811,1672444800.0,1703980800.0,1680220800.0,,4294000128.0,0.44,2.57,-0.28,20:1,1654473600.0,2.565,23.543,-0.00019723177,0.02542901,,,-14400000.0,119.53,165.0,90.0,134.65,135.0,1.8,43.0,64405000192.0,6.277,57194000384.0,178546999296.0,0.689,0.923,524896993280.0,115.545,51.416,0.01906,0.029760001,225152000000.0,9030625280.0,54329999360.0,,0.094,0.44728002,0.10896,0.02542,4.3203,,
26,AMCR,Amcor plc,44000.0,10.0,3.0,2.0,9.0,8.0,1682899200.0,1672444800.0,86400,2.0,9.74,9.73,9.605,9.755,9.74,9.73,9.605,9.755,0.49,0.050100002,1684800000.0,0.74160004,,0.850586,14.838463,13.033784,2412112.0,2412112.0,7767641.0,6911790.0,6911790.0,0.0,0.0,4000.0,21500.0,14192039936.0,9.605,13.61,0.950572,10.718,11.4494,0.487,0.05,21446645760.0,0.06544,1464473799.0,1471440000.0,23817291.0,28655914.0,1681430400.0,1684108800.0,0.0162,0.00229,0.51007,2.91,0.0162,0.0,2.889,3.3385258,1656547200.0,1688083200.0,1680220800.0,-0.342,970000000.0,0.65,0.74,10.03,,,1.436,10.942,-0.2615618,0.02542901,0.123,1684800000.0,-14400000.0,9.645,12.5,9.0,10.96,10.9,2.9,8.0,571000000.0,0.388,1960000000.0,7561999872.0,0.591,1.268,14929999872.0,175.534,10.115,0.05065,0.22195,2820000000.0,707000000.0,1266000000.0,-0.331,-0.011,0.18733999,0.13128,0.09571,,,
27,AMD,"Advanced Micro Devices, Inc.",25000.0,7.0,5.0,1.0,3.0,2.0,1685404800.0,1672444800.0,86400,2.0,125.27,122.42,119.23,123.96,125.27,122.42,119.23,123.96,,,798940800.0,0.0,,1.936664,630.2105,28.992735,44777769.0,44777769.0,67097960.0,81258300.0,81258300.0,119.72,119.68,1100.0,1000.0,192824508416.0,54.57,130.79,8.359323,96.5532,79.7903,0.0,0.0,198639026176.0,0.01712,1601231118.0,1610360064.0,33486011.0,29840045.0,1681430400.0,1684108800.0,0.0208,0.00453,0.73246,0.53,0.0209,0.0,33.993,3.5224898,1672444800.0,1703980800.0,1680307200.0,,395000000.0,0.19,4.13,4.9,2:1,966902400.0,8.611,49.947,0.23760128,0.02542901,,,-14400000.0,119.74,200.0,60.0,103.43,100.0,2.1,35.0,5938999808.0,3.688,3976999936.0,2848000000.0,1.518,2.381,23067000832.0,5.207,14.279,0.00156,0.0071799997,12051000000.0,3762500096.0,3056000000.0,,-0.091,0.50769,0.17241,0.00728,1.5936,,
28,AEE,Ameren Corporation,9244.0,7.0,6.0,3.0,7.0,6.0,1685404800.0,1672444800.0,86400,2.0,80.14,80.32,79.89,80.7313,80.14,80.32,79.89,80.7313,2.52,0.031400003,1686614400.0,0.5755,2.6,0.444405,19.345324,17.200426,228616.0,228616.0,1266587.0,1353640.0,1353640.0,0.0,0.0,800.0,800.0,21184667648.0,73.28,97.53,2.6976528,86.856,86.7136,2.4,0.029947594,36693524480.0,0.13829,261249155.0,262608992.0,4457508.0,4820699.0,1681430400.0,1684108800.0,0.017,0.0044400003,0.78586,3.94,0.0194,0.0,40.392,1.9971777,1672444800.0,1703980800.0,1680220800.0,0.048,1086000000.0,4.17,4.69,2.66,,,4.673,12.074,-0.15078944,0.02542901,0.63,1678752000.0,-14400000.0,80.67,101.0,87.0,93.7,94.5,2.2,10.0,10000000.0,0.038,3039000064.0,15528999936.0,0.361,0.748,7853000192.0,144.644,30.265,0.029240001,0.10556,3343000000.0,-1422499968.0,2371000064.0,0.031,0.106,0.42901,0.38699,0.22118999,2.8983,,
29,AAL,"American Airlines Group, Inc.",130800.0,6.0,4.0,6.0,9.0,7.0,1682899200.0,1672444800.0,86400,2.0,14.62,15.09,14.5,15.105,14.62,15.09,14.5,15.105,,,1580774400.0,0.0,,1.532019,5.3447423,4.543031,16736615.0,16736615.0,24537119.0,24979110.0,24979110.0,14.58,14.59,1200.0,2900.0,9491126272.0,11.65,18.1,0.18161012,13.9158,14.2699,0.0,0.0,39981576192.0,0.03391,644819242.0,652862976.0,62193100.0,66281716.0,1681430400.0,1684108800.0,0.0953,0.010039999,0.55352,2.38,0.108100004,0.0,-8.84,,1672444800.0,1703980800.0,1680220800.0,,1772000000.0,2.72,3.2,0.05,,,0.765,6.208,-0.15442455,0.02542901,0.1,1580774400.0,-14400000.0,14.5377,26.0,9.5,16.86,16.0,2.9,13.0,12316000256.0,18.865,6440000000.0,42929000448.0,0.582,0.718,52260999168.0,,80.282,0.03864,,11443000000.0,2604124928.0,4320999936.0,,0.37,0.26094,0.12323,0.07937,0.0929,,
30,AEP,American Electric Power Company,16974.0,10.0,4.0,2.0,8.0,7.0,1682899200.0,1672444800.0,86400,2.0,81.79,81.91,81.53,82.56,81.79,81.91,81.53,82.56,3.32,0.0404,1683590400.0,0.8364,3.29,0.452146,21.425974,14.677936,519661.0,519661.0,2729090.0,2655900.0,2655900.0,82.32,82.37,1200.0,900.0,42465107968.0,80.3,105.6,2.151461,90.4614,92.83305,3.22,0.039369117,85451653120.0,0.1008,514152569.0,514791008.0,6476441.0,6193216.0,1681430400.0,1684108800.0,0.0126,0.00032000002,0.78139997,2.88,0.0126,0.0,46.125,1.788401,1672444800.0,1703980800.0,1680220800.0,-0.445,1989500032.0,3.85,5.62,2.91,2:1,-226281600.0,4.329,12.308,-0.19845158,0.02542901,0.83,1683590400.0,-14400000.0,82.49,113.0,87.5,102.27,103.0,2.5,13.0,538099968.0,1.045,6942799872.0,43418599424.0,0.236,0.618,19737800704.0,181.154,38.41,0.02579,0.08282,8414100000.0,-3595399936.0,4383600128.0,-0.454,0.021,0.41831002,0.35175,0.19273001,2.8571,,
31,AXP,American Express Company,77300.0,4.0,8.0,3.0,4.0,4.0,1685404800.0,1672444800.0,86400,2.0,158.01,157.67,156.27,159.605,158.01,157.67,156.27,159.605,2.4,0.0152,1688601600.0,0.22690001,1.32,1.177339,16.537853,12.642685,1557865.0,1557865.0,3358257.0,2753320.0,2753320.0,0.0,0.0,900.0,800.0,116893229056.0,130.65,182.15,2.2419968,157.751,156.2697,2.16,0.013670022,120089460736.0,0.13869001,590333796.0,743241024.0,6649556.0,5713896.0,1681430400.0,1684108800.0,0.0089,0.00141,0.8592,2.02,0.0113,0.0,34.983,4.4957547,1672444800.0,1703980800.0,1680220800.0,-0.135,7119000064.0,9.51,12.44,1.9,10000:8753,1128297600.0,2.303,,-0.04675436,0.02542901,0.6,1680652800.0,-14400000.0,157.275,220.0,146.0,182.22,182.0,2.4,23.0,40422998016.0,54.387,,43072999424.0,1.564,1.568,52138000384.0,165.716,69.75,0.0335,0.29896,28776000000.0,,16821999616.0,-0.121,0.124,0.56047,0.0,0.18372,1.0808,,
32,AIG,"American International Group, I",26200.0,3.0,1.0,1.0,5.0,1.0,1682899200.0,1672444800.0,86400,2.0,54.72,54.1,53.115,54.4,54.72,54.1,53.115,54.4,1.44,0.026600001,1686787200.0,0.16,2.79,1.129838,6.65625,6.844473,969191.0,969191.0,5091271.0,3574000.0,3574000.0,0.0,0.0,800.0,900.0,38539849728.0,45.66,64.88,0.7358444,51.6802,56.2413,1.28,0.023391811,53580300288.0,0.1171,721986556.0,723753024.0,7219682.0,9071117.0,1681430400.0,1684108800.0,0.01,0.00321,0.91555,1.83,0.0112,0.0,58.869,0.9045508,1672444800.0,1703980800.0,1680220800.0,-0.993,6104999936.0,8.0,7.78,0.53,1:20,1246406400.0,1.023,3.51,-0.053941905,0.02542901,0.32,1678924800.0,-14400000.0,53.25,79.0,58.0,69.23,71.0,2.2,13.0,15070999552.0,20.823,15265000448.0,26044000256.0,0.227,0.798,52374999040.0,56.243,68.986,0.011670001,0.12698,24968000000.0,-3872499968.0,4664999936.0,-0.994,-0.27,0.35974997,0.29145,0.19790001,,,
33,AMT,American Tower Corporation (REI,6391.0,1.0,3.0,8.0,2.0,1.0,1682899200.0,1672444800.0,86400,2.0,182.0,182.26,178.53,183.0,182.0,182.26,178.53,183.0,6.28,0.0345,1686787200.0,1.4966,1.96,0.567558,60.854515,37.133675,744402.0,744402.0,1986176.0,1950880.0,1950880.0,0.0,0.0,1000.0,900.0,84798857216.0,178.17,282.47,7.8386817,198.413,214.54884,6.02,0.033076923,136853454848.0,0.12848,465157752.0,466043008.0,4255030.0,3846508.0,1681430400.0,1684108800.0,0.0091,0.0015,0.93234,2.45,0.0105,0.0,11.601,15.684424,1672444800.0,1703980800.0,1680220800.0,-0.528,1389900032.0,2.99,4.9,6.0,,,12.651,20.673,-0.27937913,0.02542901,1.56,1681344000.0,-14400000.0,181.955,271.0,213.0,241.13,240.0,1.9,15.0,1803000064.0,3.869,6620000256.0,46909001728.0,0.382,0.458,10817999872.0,382.921,23.316,0.030079998,0.121759996,7447300000.0,4684387328.0,4103099904.0,-0.538,0.04,0.69768,0.61194,0.30381,1.8385,11th Floor,
